time,seconds_elapsed,z,y,x
1708009821471028200,0.2530283203125,0.028426170349121094,0.009338892996311188,0.014122188091278076
1708009821489583600,0.27158349609375,0.029021263122558594,0.04756094515323639,-0.0314488559961319
1708009821508138800,0.290138671875,0.036205291748046875,0.04886692762374878,-0.049347370862960815
1708009821526694100,0.308694091796875,0.043384552001953125,0.015462804585695267,-0.020840615034103394
1708009821545249500,0.32724951171875,0.061641693115234375,0.020486954599618912,0.002040654420852661
1708009821563805000,0.345804931640625,0.03859901428222656,0.021534711122512817,-0.035122066736221313
1708009821582360300,0.3643603515625,0.03620719909667969,0.031343474984169006,-0.05897568166255951
1708009821600915700,0.382915771484375,0.03620719909667969,0.005093086510896683,-0.027849748730659485
1708009821619471000,0.40147119140625,0.03560829162597656,-0.02375303953886032,0.021254539489746094
1708009821638026200,0.420026123046875,0.042641639709472656,0.006172332912683487,-0.0038837939500808716
1708009821656582000,0.438581787109375,0.03740882873535156,0.005673263221979141,-0.03845442831516266
1708009821675137000,0.457136962890625,0.037705421447753906,-0.018496617674827576,-0.02180272340774536
1708009821693692400,0.4756923828125,0.048778533935546875,-0.013879109174013138,0.027271732687950134
1708009821712247800,0.494247802734375,0.0439910888671875,-0.022115394473075867,0.015325158834457397
1708009821730803200,0.51280322265625,0.03022289276123047,-0.011517588049173355,-0.030325323343276978
1708009821749358600,0.531358642578125,0.03859710693359375,0.026757027953863144,-0.021045982837677002
1708009821767914000,0.5499140625,0.03994274139404297,0.022021781653165817,-0.0031454116106033325
1708009821786469400,0.568469482421875,0.042781829833984375,0.02911856770515442,0.013441339135169983
1708009821805024500,0.5870244140625,0.044577598571777344,0.04578150063753128,-0.018877163529396057
1708009821823580000,0.605579833984375,0.04577445983886719,0.05178060382604599,-0.039218053221702576
1708009821842135300,0.62413525390625,0.049365997314453125,0.02424171194434166,-0.02487342059612274
1708009821860690700,0.642690673828125,0.04697227478027344,0.024370979517698288,-0.00930766761302948
1708009821879246000,0.66124609375,0.021831512451171875,0.03647097200155258,-0.0418078750371933
1708009821897801500,0.679801513671875,0.008664131164550781,0.022155798971652985,-0.050254032015800476
1708009821916356900,0.69835693359375,0.015094757080078125,0.05933130532503128,0.00033724308013916016
1708009821934912000,0.716912109375,0.03439903259277344,0.00810108333826065,0.02738434076309204
1708009821953467400,0.73546728515625,0.029310226440429688,-0.003723256289958954,-0.0026846975088119507
1708009821972022800,0.754022705078125,0.062530517578125,0.0433378741145134,-0.04448413848876953
1708009821990578200,0.772578125,0.08542156219482422,0.013868674635887146,0.0005399882793426514
1708009822009133600,0.791133544921875,0.02856159210205078,-0.08785597234964371,0.024931490421295166
1708009822027689000,0.80968896484375,0.06746292114257812,0.06483666598796844,-0.00782911479473114
1708009822046244000,0.828244140625,0.0351409912109375,0.042182184755802155,-0.03052079677581787
1708009822064799500,0.846799560546875,-0.01827716827392578,-0.07982940226793289,-0.023054495453834534
1708009822083355000,0.86535498046875,0.036487579345703125,0.045614540576934814,-0.004237353801727295
1708009822101910300,0.88391015625,0.03888130187988281,0.051711536943912506,-0.01269569993019104
1708009822120465700,0.902465576171875,0.012547492980957031,-0.07456556707620621,-0.040294453501701355
