time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1708009856306365400,35.08836547851563,0,0.08062257617712021,4.222944259643555,3.9000000953674316,0.0066252173855900764,0,242.39999389648438,37.5396537,55.6515223
1708009857306293800,36.08829370117188,0,0.08062257617712021,4.2329535484313965,3.9000000953674316,0.006255899090319872,0,242.39999389648438,37.5396536,55.6515223
1708009858306704100,37.0887041015625,0,0.08062257617712021,3.2826600074768066,3.9000000953674316,0.011957347393035889,0,242.39999389648438,37.5396534,55.6515225
1708009859306309000,38.08830908203125,0,0.08062257617712021,3.2983083724975586,3.9000000953674316,0.02061980590224266,0,242.39999389648438,37.5396532,55.6515227
1708009860306487300,39.0884873046875,0,0.08062257617712021,3.317016363143921,3.9000000953674316,0.02397235669195652,0,242.39999389648438,37.539653,55.6515229
1708009861307043000,40.08904296875,45,1.1200445890426636,3.3270108699798584,3.9000000953674316,0.1513904184103012,275.8721923828125,242.39999389648438,37.5396491,55.651523
1708009862306650400,41.088650390625,4.8450469970703125,1.0685036182403564,3.337008237838745,3.9000000953674316,0.5285499095916748,238.9739227294922,242.39999389648438,37.5396426,55.6515212
1708009863306804500,42.08880444335937,0.9428394436836243,0.04242640733718872,3.5029807090759277,3.9000000953674316,2.1899518966674805,245.99986267089844,242.39999389648438,37.5396196,55.6515165
1708009864306733300,43.0887333984375,0.9374852776527405,0.04242640733718872,3.550116777420044,3.9000000953674316,2.1500015258789062,243.0000762939453,242.39999389648438,37.5395882,55.6515084
1708009865307060700,44.089060791015626,16.15120506286621,0.6212889552116394,3.51901912689209,3.9200000762939453,2.070502996444702,244.98745727539062,242.39999389648438,37.5395574,55.6515015
1708009866307823900,45.089823974609374,11.494681358337402,0.6212889552116394,3.529020071029663,3.9200000762939453,2.3979930877685547,245.99063110351562,242.39999389648438,37.5395251,55.6514946
1708009867306387200,46.08838720703125,5.172044277191162,0.25495097041130066,3.526165723800659,3.9170000553131104,2.2201879024505615,242.004150390625,242.39999389648438,37.5394931,55.6514855
1708009868306817800,47.08881787109375,4.830047130584717,0.25495097041130066,3.8080108165740967,3.9200000762939453,2.399813652038574,242.99876403808594,240.1999969482422,37.5394631,55.6514754
1708009869306365000,48.088364990234375,1.0828102827072144,0.04242640733718872,3.817394733428955,3.9170000553131104,2.350001573562622,244.9999237060547,240.1999969482422,37.5394303,55.6514665
1708009870307127300,49.089127197265626,1.0704089403152466,0.04242640733718872,3.8245885372161865,3.9000000953674316,2.359999656677246,246.99993896484375,240.1999969482422,37.5393964,55.6514588
1708009871306758000,50.0887578125,0.9992951154708862,0.05000000074505806,3.8345885276794434,3.9000000953674316,2.429997205734253,247,240.1999969482422,37.5393612,55.6514514
1708009872305995500,51.08799560546875,0.968440592288971,0.05000000074505806,3.844616413116455,3.9000000953674316,2.4499995708465576,245.00006103515625,240.1999969482422,37.5393257,55.6514426
1708009873305973800,52.08797387695312,0.887680172920227,0.04242640733718872,3.854604721069336,3.9000000953674316,2.5599966049194336,244.00003051757812,240.1999969482422,37.5392873,55.6514341
1708009874307193300,53.089193359375,0.947757363319397,0.04242640733718872,3.8645968437194824,3.9000000953674316,2.530000925064087,244.99996948242188,240.1999969482422,37.5392485,55.6514258
1708009875307203300,54.08920336914063,0.9842267632484436,0.04242640733718872,3.874594211578369,3.9000000953674316,2.5200002193450928,244.00003051757812,240.1999969482422,37.53921,55.6514172
1708009876308131000,55.090131103515624,2.497372627258301,0.15556348860263824,3.8845934867858887,3.9000000953674316,2.9198431968688965,244.9994354248047,240.1999969482422,37.5391683,55.6514075
1708009877307511300,56.08951123046875,1.868904709815979,0.16278821229934692,3.8946032524108887,3.9000000953674316,3.889613389968872,241.00045776367188,240.1999969482422,37.5391174,55.6513949
1708009878306914800,57.08891479492188,0.47132328152656555,0.05656854063272476,3.9046003818511963,3.9000000953674316,5.729905128479004,242.99986267089844,240.1999969482422,37.5390422,55.6513769
1708009879307028200,58.0890283203125,0.5137901306152344,0.05656854063272476,3.9145970344543457,3.9000000953674316,5.999985218048096,242.0000457763672,242.39999389648438,37.5389604,55.6513521
1708009880306395400,59.0883955078125,3.1051392555236816,0.9200543165206909,3.92460298538208,3.9000000953674316,5.643946647644043,241.0176239013672,242.39999389648438,37.538881,55.6513294
1708009881306638600,60.088638671875,2.572253942489624,0.9200543165206909,3.9346046447753906,3.9000000953674316,5.688877582550049,242.98753356933594,242.39999389648438,37.5388002,55.6513104
1708009882306787800,61.08878784179687,2.6254732608795166,0.9360021352767944,3.944597005844116,3.9000000953674316,5.7202582359313965,241.01133728027344,242.39999389648438,37.5387199,55.6512884
1708009883307573800,62.08957373046875,2.7176432609558105,0.9360021352767944,3.954617500305176,3.9000000953674316,5.710087776184082,241.0002899169922,242.39999389648438,37.5386427,55.6512637
1708009884306287400,63.088287353515625,2.6884636878967285,0.7029224634170532,3.964597702026367,3.9000000953674316,4.954421043395996,241.0148468017578,242.39999389648438,37.5385728,55.6512424
1708009885307200300,64.0892001953125,2.868955373764038,0.7234638929367065,3.9745988845825195,3.9000000953674316,3.7671995162963867,243.02740478515625,242.39999389648438,37.53852,55.6512276
1708009886307350300,65.08935034179687,3.399052858352661,0.687677264213562,3.9845948219299316,3.9000000953674316,0.8960710763931274,243.3577423095703,240.1999969482422,37.5385055,55.6512248
1708009887307048700,66.08904858398438,45,0.840595006942749,3.9945907592773438,3.9000000953674316,0.8884525895118713,243.1981658935547,240.1999969482422,37.5385125,55.6512275
1708009888307520000,67.08952001953125,45,0.840595006942749,4.008005142211914,3.9000000953674316,0.18559814989566803,258.6754150390625,240.1999969482422,37.5385196,55.6512306
1708009889313269800,68.09526977539062,45,0.07211102545261383,4.018001556396484,3.9000000953674316,0.1822066307067871,356.0154113769531,240.1999969482422,37.5385213,55.6512336
1708009890306019600,69.08801953125,45,0.08062257617712021,3.7747862339019775,3.9000000953674316,0.17171424627304077,351.23358154296875,240.1999969482422,37.5385207,55.651235
