time,seconds_elapsed,z,y,x
1708009821457111600,0.239111572265625,9.841679573059082,-0.05922235921025276,-0.14656038582324982
1708009821475667000,0.2576669921875,9.836894035339355,-0.03888336941599846,-0.15613168478012085
1708009821494222300,0.276222412109375,9.837491989135742,-0.019740786403417587,-0.2027917206287384
1708009821512777700,0.29477783203125,9.850652694702148,-0.014955141581594944,-0.20877377688884735
1708009821531333000,0.3133330078125,9.856635093688965,-0.04486542567610741,-0.1740778535604477
1708009821549888500,0.331888427734375,9.862018585205078,-0.052043892443180084,-0.16809579730033875
1708009821568444000,0.35044384765625,9.845867156982422,-0.03768695518374443,-0.2111666053533554
1708009821586999000,0.3689990234375,9.843474388122559,-0.030508488416671753,-0.21355941891670227
1708009821605554400,0.387554443359375,9.855438232421875,-0.07477571070194244,-0.17288143932819366
1708009821624109800,0.40610986328125,9.845269203186035,-0.07956135272979736,-0.14297115802764893
1708009821642665200,0.424665283203125,9.854242324829102,-0.05802594870328903,-0.18125630915164948
1708009821661220600,0.443220703125,9.844670295715332,-0.06520441919565201,-0.20518454909324646
1708009821679776000,0.46177587890625,9.851250648498535,-0.08554340898990631,-0.16929219663143158
1708009821698331400,0.480331298828125,9.854840278625488,-0.0771685317158699,-0.1381855010986328
1708009821716886800,0.49888671875,9.847661972045898,-0.07597211748361588,-0.1657029688358307
1708009821735442200,0.517442138671875,9.839884757995605,-0.05802594870328903,-0.19561325013637543
1708009821753997300,0.535997314453125,9.847063064575195,-0.03290131315588951,-0.1740778535604477
1708009821772552700,0.554552734375,9.848857879638672,-0.04366901144385338,-0.15613168478012085
1708009821791108000,0.573108154296875,9.842875480651855,-0.024526432156562805,-0.1537388563156128
1708009821809663500,0.59166357421875,9.853045463562012,-0.01375873014330864,-0.1908276081085205
1708009821828219000,0.610218994140625,9.848259925842285,-0.014955141581594944,-0.20039889216423035
1708009821846774300,0.628774169921875,9.851848602294922,-0.029312077909708023,-0.1824527233839035
1708009821865329400,0.647329345703125,9.850652694702148,-0.0364905446767807,-0.18364913761615753
1708009821883884800,0.665884765625,9.824331283569336,-0.04247260093688965,-0.2063809484243393
1708009821902440200,0.684440185546875,9.818349838256836,-0.026919255033135414,-0.2147558331489563
1708009821920995600,0.70299560546875,9.821340560913086,-0.01734796352684498,-0.15553347766399384
1708009821939551000,0.721551025390625,9.851250648498535,-0.07956135272979736,-0.1333998590707779
1708009821958106400,0.7401064453125,9.849455833435059,-0.06640082597732544,-0.17527425289154053
1708009821976661800,0.758661865234375,9.885348320007324,-0.0077766734175384045,-0.1944168359041214
1708009821995217000,0.777216796875,9.876375198364258,-0.08614161610603333,-0.15254244208335876
1708009822013772300,0.795772216796875,9.841679573059082,-0.15314064919948578,-0.14117653667926788
1708009822032327700,0.81432763671875,9.868598937988281,0.0077766734175384045,-0.18125630915164948
1708009822050883000,0.832883056640625,9.815957069396973,-0.06281159073114395,-0.19262222945690155
1708009822069438200,0.851438232421875,9.80937671661377,-0.14297115802764893,-0.1782652884721756
1708009822087993900,0.869993896484375,9.862616539001465,-0.0005982056609354913,-0.1657029688358307
1708009822106549000,0.888549072265625,9.854242324829102,-0.04486542567610741,-0.1740778535604477
1708009822125104400,0.9071044921875,9.827920913696289,-0.14117653667926788,-0.2111666053533554
1708009822143659800,0.92565966796875,9.857831001281738,0.010169495828449726,-0.18723836541175842
1708009822162215200,0.944215087890625,9.863813400268555,0.014955141581594944,-0.17288143932819366
1708009822180770300,0.962770263671875,9.824930191040039,-0.10827522724866867,-0.1585244983434677
1708009822199326000,0.981325927734375,9.837491989135742,-0.01136590726673603,-0.1824527233839035
1708009822217881000,0.999881103515625,9.851848602294922,0.06161518394947052,-0.1824527233839035
1708009822236436500,1.0184365234375,9.835697174072266,-0.07477571070194244,-0.17168502509593964
1708009822254992000,1.036991943359375,9.835697174072266,-0.047258246690034866,-0.16869398951530457
1708009822273547300,1.05554736328125,9.844670295715332,0.014955141581594944,-0.19920247793197632
1708009822292102400,1.074102294921875,9.829116821289062,-0.03888336941599846,-0.19680966436862946
1708009822310657800,1.09265771484375,9.822537422180176,-0.08195417374372482,-0.1585244983434677
1708009822329213200,1.111213134765625,9.840482711791992,-0.04127619042992592,-0.1537388563156128
1708009822347768600,1.1297685546875,9.863813400268555,-0.05024927482008934,-0.1824527233839035
1708009822366324000,1.148323974609375,9.854242324829102,-0.08255238085985184,-0.20159530639648438
1708009822384879400,1.16687939453125,9.862616539001465,-0.07058826833963394,-0.17527425289154053
1708009822403434500,1.1854345703125,9.859027862548828,-0.06939185410737991,-0.1788634955883026
1708009822421990000,1.203989990234375,9.851848602294922,-0.10049854964017868,-0.18484555184841156
1708009822440545300,1.222545166015625,9.847063064575195,-0.0933200865983963,-0.18723836541175842
1708009822459100700,1.2411005859375,9.866206169128418,0.022133609279990196,-0.17766708135604858
1708009822477656000,1.259656005859375,9.837491989135742,0.030508488416671753,-0.16510476171970367
1708009822496211500,1.27821142578125,9.844670295715332,0.05802594870328903,-0.2027917206287384
1708009822514766600,1.2967666015625,9.844670295715332,0.15254244208335876,-0.19980068504810333
1708009822533322000,1.315322021484375,9.874580383300781,0.03529413416981697,-0.17168502509593964
1708009822551877400,1.33387744140625,9.818349838256836,0.029312077909708023,-0.06281159073114395
1708009822570432800,1.352432861328125,9.919445991516113,0.20518454909324646,-0.09870393574237823
1708009822588988000,1.37098779296875,9.887741088867188,0.28175488114356995,-0.15134602785110474
1708009822607543300,1.389543212890625,9.959526062011719,0.31764721870422363,-0.15493527054786682
1708009822626098700,1.4080986328125,9.970293998718262,0.2602194547653198,-0.15314064919948578
1708009822644654000,1.426654052734375,9.924830436706543,0.16809579730033875,-0.1333998590707779
1708009822663209500,1.44520947265625,10.028319358825684,0.3397808074951172,-0.2063809484243393
1708009822681764900,1.463764892578125,9.9469633102417,0.3798605799674988,-0.39182472229003906
1708009822700320000,1.482320068359375,9.924830436706543,0.5569294691085815,-0.4701896607875824
1708009822718875400,1.50087548828125,9.951749801635742,0.908674418926239,-0.34636107087135315
1708009822737430800,1.5194306640625,9.879964828491211,1.1730812788009644,-0.17587246000766754
1708009822755986200,1.537986083984375,9.685547828674316,1.2424731254577637,-0.22911277413368225
1708009822774541600,1.55654150390625,9.632308006286621,1.5098711252212524,-0.2745763957500458
1708009822793096700,1.5750966796875,9.5264253616333,0.9924231767654419,-0.0975075215101242
1708009822811652000,1.593652099609375,9.524630546569824,0.5742774605751038,0.22013968229293823
1708009822830207500,1.61220751953125,9.7669038772583,0.4504488706588745,0.2063809484243393
1708009822848763000,1.630762939453125,9.770493507385254,0.16929219663143158,0.10887342691421509
1708009822867318000,1.649318115234375,10.065408706665039,0.11724831163883209,-0.037088751792907715
1708009822885873700,1.667873779296875,10.066604614257812,-0.1423729509115219,-0.2548356056213379
1708009822904428800,1.6864287109375,10.039087295532227,-0.040677983313798904,-0.3888336718082428
1708009822922984200,1.704984130859375,9.987641334533691,0.07417750358581543,-0.4941178858280182
1708009822941539600,1.72353955078125,9.944570541381836,0.5401797294616699,-0.32183465361595154
1708009822960095000,1.742094970703125,9.726823806762695,0.5030909776687622,-0.2566302418708801
1708009822978650000,1.760650146484375,9.657432556152344,1.2586246728897095,-0.12323036789894104
1708009822997205500,1.77920556640625,9.510871887207031,0.851844847202301,-0.11665010452270508
1708009823015761000,1.797760986328125,9.589835166931152,0.916451096534729,0.11485548317432404
1708009823034316300,1.81631640625,9.565906524658203,0.550349235534668,0.2105683982372284
1708009823052871700,1.83487158203125,9.53360366821289,0.4019941985607147,-0.13878370821475983
1708009823071427000,1.853427001953125,9.854242324829102,0.3810569941997528,-0.2757728099822998
1708009823089982200,1.871982177734375,10.14437198638916,0.24945175647735596,-0.16689938306808472
1708009823108537600,1.89053759765625,10.154541015625,-0.17587246000766754,-0.0933200865983963
1708009823127093000,1.909093017578125,10.15155029296875,-0.28235307335853577,-0.29730820655822754
1708009823145648400,1.9276484375,10.179067611694336,0.31345975399017334,-0.4414757788181305
